C000001_hu_000	Fegyveres erők
C001918_hu_004	személyzeti elemző
C001918_hu_005	személyzeti tanácsadó
C001919_hu_000	üvegfestő
C001920_hu_000	építőipari munkavédelmi felügyelő
C001921_hu_000	valláskutató
C001921_hu_001	teológus
C001922_hu_000	házvezető/házvezetőnő
C001922_hu_001	bejárónő
C001922_hu_002	bentlakásos házvezető
C001922_hu_003	bentlakásos házvezetőnő
C001922_hu_004	házgondnok
C001922_hu_005	házvezető
C001922_hu_006	házvezetőnő
C001923_hu_000	keményforrasztó
C001923_hu_001	forrasztó
C001923_hu_002	hegesztő, lángvágó
C001923_hu_003	kézi forrasztó
C001923_hu_004	rézkovács
C001924_hu_000	textilszínezék-készítő
C001924_hu_001	színezékkeverő
C001924_hu_002	színezékkészítő
C001924_hu_003	textilszínezék-keverő
C001925_hu_000	naperőmű-kezelő
C001925_hu_001	napenergia-erőmű kezelője
C001925_hu_002	napenergiával működő erőmű kezelője
C001925_hu_003	naperőművi alkalmazott
C001925_hu_004	naperőművi berendezés vezérlője
C001925_hu_005	naperőművi biztonsági operátor
C001925_hu_006	naperőművi karbantartó
C001925_hu_007	naperőművi munkás
C001925_hu_008	naperőművi operátor
C001925_hu_009	szolárerőmű kezelő
C001925_hu_010	szolárerőmű operátor
C001925_hu_011	szolárerőmű.kezelő
C001926_hu_000	kötőgépkezelő
C001927_hu_000	büntetés-végrehajtási intézet vezetője
C001927_hu_001	börtönfelügyelő
C001927_hu_002	börtönparancsnok
C001927_hu_003	büntetés-végrehajtási felügyelő
C001927_hu_004	büntetés-végrehajtási intézet parancsnoka
C001928_hu_000	hengermalom-kezelő
C001928_hu_001	fémhengermű-kezelő
C001928_hu_002	hengermalom kezelő
C001929_hu_000	biokémikus
C001929_hu_001	biokémiai kutató
C001929_hu_002	biotechnológus
C001930_hu_000	látszerész
C001930_hu_001	látszerészasszisztens
C001930_hu_002	optikai asszisztens
C001930_hu_003	optikus
C001931_hu_000	cipővarrógép-kezelő
C001931_hu_001	cipővarró
C001931_hu_002	cipővarrógép kezelő
C001932_hu_000	szén-dioxid telítéssel foglalkozó operátor
C001932_hu_001	szaturáló berendezés kezelője
C001932_hu_002	szaturáló gép kezelője
C001932_hu_003	szén-dioxid dúsító gép kezelő
C001932_hu_004	szén-dioxid telítő gép kezelői
C001933_hu_000	vákuumformázó
C001933_hu_001	vákumformázó
C001933_hu_002	vákumformázógép kezelő
C001933_hu_003	vákuumformázógép-kezelő
C001934_hu_000	felvételi koordinátor
C001934_hu_001	egyetemi felvételi előadó
C001934_hu_002	egyetemi felvételi koordinátor
C001934_hu_003	felvételi előadó
C001934_hu_004	főiskolai felvételi előadó
C001934_hu_005	főiskolai felvételi koordinátor
C001934_hu_006	iskolai felvételi előadó
C001934_hu_007	iskolai felvételi koordinátor
C001935_hu_000	rekreáció- és sportszervező
C001935_hu_001	animációvezető
C001935_hu_002	animátor
C001935_hu_003	animátorcsoport vezetője
C001935_hu_004	főanimátor
C001935_hu_005	sportanimátor
C001935_hu_006	sportszervező
C001935_hu_007	sportszervező animátor
C001935_hu_008	vezető animátor
C001936_hu_000	javítóintézeti felügyelő
C001936_hu_001	börtönfelügyelő
C001936_hu_002	börtönőr
C001936_hu_003	büntetés-végrehajtási felügyelő
C001936_hu_004	fegyőr
C001936_hu_005	fogdaőr
C001936_hu_006	kísérő őr
C001936_hu_007	körletfelügyelő
C001936_hu_008	rabfelügyelő
C001936_hu_009	rabőr
C001937_hu_000	elektronikai és telekommunikációs eszközökre szakosodott műszaki értékesítő
C001937_hu_001	elektronikai és telekommunikációs technológiai és értékesítési tanácsadó
C001937_hu_002	elektronikai és telekommunikációs technológiai és értékesítési tanácsadó-gyakornok
C001937_hu_003	elektronikai és telekommunikációs technológiai és értékesítési tanácsadó-helyettes
C001938_hu_000	irányítástechnikai programozó
C001938_hu_001	automatizálási mérnök
C001938_hu_002	folyamatirányítási mérnök
C001938_hu_003	folyamatirányítási szakmérnök
C001938_hu_004	irányítástechnikai mérnök
C001938_hu_005	irányítástechnikai szakmérnök
C001939_hu_000	irodai szakmai irányító, felügyelő
C001939_hu_001	adminisztratív vezető
C001939_hu_002	iroda koordinátor
C001939_hu_003	irodai ügyvitel irányító
C001939_hu_004	irodai ügyvitel-irányító
C001939_hu_005	irodaiügyvitel-irányító
C001939_hu_006	irodakoordinátor
C001939_hu_007	irodavezető
C001939_hu_008	titkárságvezető
C001940_hu_000	textilipari gépekkel foglalkozó nagykereskedő
C001940_hu_001	textilipari gépekkel foglalkozó B2B kereskedő
C001940_hu_002	textilipari gépekkel foglalkozó B2B értékesítési tanácsadó
C001940_hu_003	textilipari gépekkel foglalkozó nagykereskedelmi asszisztens
C001940_hu_004	textilipari gépekkel foglalkozó nagykereskedelmi beszerző
C001940_hu_005	textilipari gépekkel foglalkozó nagykereskedelmi gyakornok
C001940_hu_006	textilipari gépekkel foglalkozó nagykereskedelmi ügyintéző
C001940_hu_007	textilipari gépekkel foglalkozó nagykereskedelmi ügynök
C001940_hu_008	textilipari gépekkel foglalkozó nagykereskedelmi üzletkötő
C001941_hu_000	éjszakai recepciós
C001941_hu_001	recepciós
C001941_hu_002	éjszakai műszakot ellátó recepciós
C001941_hu_003	éjszakai recepciósok
C001941_hu_004	éjszakai őr
C001942_hu_000	repülésüzemi tiszt
C001942_hu_001	légi forgalmi diszpécser
C001942_hu_002	légi forgalmi felügyelő
C001942_hu_003	légi forgalmi irányító
C001942_hu_004	légi forgalmi szolgálattevő
C001942_hu_005	légi forgalomtervező koordinátor
C001942_hu_006	légi-forgalmi diszpécser
C001942_hu_007	légi-forgalmi szolgálattevő
C001942_hu_008	légiforgalmi diszpécser
C001942_hu_009	légiforgalmi felügyelő
C001942_hu_010	légiforgalmi irányító
C001942_hu_011	légiforgalmi szolgálattevő
C001942_hu_012	légiforgalom tervező koordinátor
C001943_hu_000	textiltermékek, textil nyersanyagok és félkész termékek exportjával-importjával foglalkozó vezető
C001943_hu_001	textil, félkész textil és nyersanyag export-import igazgató
C001943_hu_002	textil, félkész textil és nyersanyag export-import vezető
C001943_hu_003	textil, félkész textil és nyersanyag külkereskedelmi igazgató
C001943_hu_004	textiltermék, valamint textil nyersanyag és félkész termék külkereskedelmi igazgató
C001944_hu_000	fényképészbolt vezetője
C001944_hu_001	fotósbolt vezetője
C001944_hu_002	fényképbolt vezetője
C001945_hu_000	IKT kutatási tanácsadó
C001945_hu_001	IT kutatási konzultáns
C001945_hu_002	IT kutatási tanácsadó
C001945_hu_003	kutatási tanácsadók
C001946_hu_000	közúti jelzőtábla elhelyező
C001946_hu_001	forgalmi jelzőtáblák telepítője
C001946_hu_002	jelzőtábla elhelyező
C001946_hu_003	közúti jelzőtábla telepítő
C001947_hu_000	biogáztechnikus
C001947_hu_001	biogáz technikus
C001947_hu_002	biogáz-technikus
C001947_hu_003	biogázipari berendezés kezelője
C001947_hu_004	biogázteknikus
C001947_hu_005	depóniagáz-technikus
C001947_hu_006	hulladéklerakógáz-technikus
C001948_hu_000	papírgyári művezető
C001949_hu_000	szennyvízhálózat-karbantartó
C001949_hu_001	csővezeték-szerelő
C001949_hu_002	duguláselhárító
C001949_hu_003	vízvezeték-szerelő
C001950_hu_000	taxis
C001950_hu_001	mikrobuszvezető
C001951_hu_000	díszletmakett-készítő
C001951_hu_001	; modellező makett-készítő
C001951_hu_002	díszlet makett készítő
C001951_hu_003	díszlet makett-készítő
C001951_hu_004	díszlet-makett-készítő
C001951_hu_005	díszlet-makettkészítő
C001951_hu_006	díszletmakettkészítő
C001951_hu_007	makettkészítő
C001951_hu_008	modellező makett készítő
C001951_hu_009	modellező-makett-készítő
C001951_hu_010	modellező-makettkészítő
C001951_hu_011	modellezőmakett-készítő
C001951_hu_012	modellezőmakettkészítő
C001952_hu_000	szárazeljárásos szövedékképző gépkezelő
C001952_hu_001	fonodai kártológép-kezelő
C001952_hu_002	kártolófésű-kezelő
C001952_hu_003	kártológép-kezelő
C001953_hu_000	kávéval, teával, kakaóval és fűszerekkel foglalkozó nagykereskedő
C001953_hu_001	kávéval, teával, kakaóval és fűszerekkel foglalkozó B2B kereskedő
C001953_hu_002	kávéval, teával, kakaóval és fűszerekkel foglalkozó B2B értékesítési tanácsadó
C001953_hu_003	kávéval, teával, kakaóval és fűszerekkel foglalkozó nagykereskedelmi asszisztens
C001953_hu_004	kávéval, teával, kakaóval és fűszerekkel foglalkozó nagykereskedelmi beszerző
C001953_hu_005	kávéval, teával, kakaóval és fűszerekkel foglalkozó nagykereskedelmi gyakornok
C001953_hu_006	kávéval, teával, kakaóval és fűszerekkel foglalkozó nagykereskedelmi ügyintéző
C001953_hu_007	kávéval, teával, kakaóval és fűszerekkel foglalkozó nagykereskedelmi ügynök
C001953_hu_008	kávéval, teával, kakaóval és fűszerekkel foglalkozó nagykereskedelmi üzletkötő
C001954_hu_000	tervezőmérnök
C001954_hu_001	ipari tervező
C001954_hu_002	ipari tervezőmérnök
C001954_hu_003	termékfejlesztő mérnök
C001955_hu_000	marketingmenedzser
C001955_hu_001	marketing igazgató
C001955_hu_002	marketing menedzser
C001955_hu_003	marketingigazgató
C001955_hu_004	telemarketing-menedzser
C001955_hu_005	termék marketing menedzser
C001955_hu_006	termékmarketing-menedzser
C001955_hu_007	értékesítési és marketingmenedzser
C001956_hu_000	gyümölcs és zöldség tartósító
C001956_hu_001	gyümölcs tartósító
C001956_hu_002	gyümölcs- és zöldségfeldolgozó -tartósító
C001956_hu_003	zöldség tartósító
C001956_hu_004	zöldség és gyümölcs tartósító
C001957_hu_000	operatőr
C001957_hu_001	animációs operatőr
C001957_hu_002	kameraman
C001957_hu_003	steadycam operatőr
C001957_hu_004	videó operatőr
C001958_hu_000	oddsmester
C001958_hu_001	betting expert
C001958_hu_002	futball-odds mester
C001958_hu_003	lóverseny-odds mester
C001958_hu_004	odds manager
C001958_hu_005	odds mester
C001958_hu_006	odds szakértő
C001958_hu_007	odds-mester
C001958_hu_008	odds-szakértő
C001958_hu_009	oddsszakértő
C001958_hu_010	oddszakértő
C001958_hu_011	sportfogadási oddsmester
C001958_hu_012	sportfogadási értékesítő
C001959_hu_000	fertőtlenítő sterilező
C001959_hu_001	eszközfertőtlenítő technikus
C001959_hu_002	fertőtlenítő nővér
C001960_hu_000	ruhaipari kutató
C001960_hu_001	bőripari kutató
C001960_hu_002	textilipari kutató
C001960_hu_003	vegyészmérnök
C001961_hu_000	szarvasmarha-körmöző
C001961_hu_001	csülökkörmöző specialista
C001961_hu_002	funkcionális csülökkörmöző szakember
C001961_hu_003	pataápolással foglalkozó szakember
C001961_hu_004	szarvasmarha csülökkörmöző szakember
C001961_hu_005	szarvasmarha körömápoló
C001961_hu_006	szarvasmarha-csülökkörmöző szakemberek
C001961_hu_007	szavasmarha csülökápoló
C001962_hu_000	villamoshálózati-légvezetékszerelő
C001962_hu_001	felsővezeték-szerelő
C001962_hu_002	kábelszerelő
C001962_hu_003	középfeszültségűkábel-szerelő
C001962_hu_004	légvezeték szerelő
C001962_hu_005	légvezeték-szerelő
C001962_hu_006	légvezetékszerelő
C001962_hu_007	villamoshálózati légvezeték-szerelő
C001962_hu_008	villanyszerelő
C001963_hu_000	blansírozást végző szakember
C001963_hu_001	blansírozás irányítója
C001963_hu_002	blansírozó
C001963_hu_003	blansírozó berendezés kezelője
C001963_hu_004	mandulahántoló
C001963_hu_005	mandulahántoló gépkezelő
C001964_hu_000	adatminőség-elemző
C001964_hu_001	adatminőség biztosító
C001964_hu_002	adatminőség-elemzők
C001964_hu_003	adatminőségi szakértő
C001965_hu_000	halkonzervipari gépkezelő
C001965_hu_001	halkonzervipari gépek kezelője
C001965_hu_002	halkonzervipari gépkezelők
C001965_hu_003	konzervipari technikus
C001966_hu_000	sportújságíró
C001966_hu_001	riporter
C001966_hu_002	sportkommentátor
C001966_hu_003	sportriporter
C001966_hu_004	sporttudósító
C001966_hu_005	tudósító
C001966_hu_006	újságíró
C001967_hu_000	fapelletkészítő gép kezelője
C001968_hu_000	utaskiszolgálási ügyintéző
C001968_hu_001	check in agent
C001968_hu_002	ground attendant
C001968_hu_003	ground steward
C001968_hu_004	ground stewardess
C001969_hu_000	mezőgazdasági felügyelő
C001969_hu_001	mezőgazdasági technikus
C001970_hu_000	fotólaboráns
C001970_hu_001	fotó laboráns
C001971_hu_000	filmrendező-asszisztens
C001971_hu_001	televíziós rendezőasszisztens
C001971_hu_002	televíziós segédrendező
C001971_hu_003	video- és filmrendező-asszisztens
C001972_hu_000	akkumulátor-összeszerelő
C001972_hu_001	akkumulátor összeszerelő
C001973_hu_000	papír írószereket készítő gép kezelője
C001974_hu_000	építőanyagbolti eladó
C001974_hu_001	barkácsbolti eladó
C001974_hu_002	barkácsáruházi eladó
C001974_hu_003	építőanyag bolti eladó
C001975_hu_000	áruházi biztonsági őr
C001975_hu_001	járőr
C001975_hu_002	vagyonőr
C001976_hu_000	kotrásvezető
C001976_hu_001	kotrási brigád vezető
C001976_hu_002	kotrási brigádvezető
C001976_hu_003	kotrási munkák vezetője
C001976_hu_004	kotrási művezető
C001976_hu_005	kotrásirányító
C001976_hu_006	kotró brigád vezető
C001976_hu_007	kotró brigádvezető
C001976_hu_008	kotróbrigád-vezető
C001976_hu_009	vezető kotrógépkezelő
C001977_hu_000	háziorvos
C001977_hu_001	körzeti orvos
C001978_hu_000	cipő- és bőráru-eladó
C001978_hu_001	bőráru-eladó
C001978_hu_002	cipőbolti eladó
C001978_hu_003	eladó bőrdíszműszaküzletben
C001978_hu_004	gyermekcipőbolti eladó
C001978_hu_005	sportcipő szaküzleti eladó
C001978_hu_006	sportcipőszaküzleti eladó
C001979_hu_000	önkormányzati képviselő
C001979_hu_001	helyi képviselő
C001979_hu_002	helyi önkormányzati képviselő
C001979_hu_003	kisebbségi önkormányzati képviselő
C001979_hu_004	megyei önkormányzati képviselő
C001979_hu_005	települési önkormányzati képviselő
C001980_hu_000	gyümölcsprésgép-kezelő
C001980_hu_001	gyümölcs- és zöldségprésgép-kezelő
C001980_hu_002	gyümölcsprésgép kezelője
C001980_hu_003	gyümölcsprésgép-kezelők
C001980_hu_004	zöldségprésgép-kezelő
C001981_hu_000	erőműkezelő
C001981_hu_001	biomassza erőmű kezelő
C001981_hu_002	biomasszaerőmű-kezelő
C001981_hu_003	biomasszával működő erőmű kezelője
C001981_hu_004	erőműoperátor
C001981_hu_005	generátorállomás-kezelő
C001981_hu_006	szélerőmű kezelő
C001981_hu_007	szélerőmű-kezelő
C001981_hu_008	villamosenergia-termelési alkalmazott
C001982_hu_000	szőreltávolító szakember
C001982_hu_001	borbély
C001982_hu_002	elektrolízises szőreltávolító technikus
C001982_hu_003	gyantaspecialista
C001982_hu_004	gyantázó
C001982_hu_005	lézeres szőreltávolító szakember
C001982_hu_006	lézeres szőreltávolító technikus
C001982_hu_007	szőreltávolító technikus
C001983_hu_000	ügyfélkapcsolati menedzser
C001983_hu_001	ügyfélkapcsolati vezető
C001983_hu_002	ügyfélszolgálati menedzser
C001984_hu_000	fűtésszerelő
C001984_hu_001	elektromosfűtés-szerelő
C001984_hu_002	fűtés-, víz- és szennyvíz-szerelő
C001984_hu_003	gáz- és olajvezeték karbantartó
C001984_hu_004	gáz- és olajvezeték-karbantartó
C001984_hu_005	gázfűtés szerelő
C001984_hu_006	gázfűtés-szerelő
C001984_hu_007	karbantartó, csőszerelő
C001984_hu_008	kazánszerelő
C001984_hu_009	központifűtés- és csőhálózat-szerelő
C001984_hu_010	olajkályha-szerelő
C001984_hu_011	távfűtő-karbantartó
C001984_hu_012	vezeték- és csőhálózat-szerelő
C001984_hu_013	épületgépészeti csőhálózat- és berendezés-szerelő
C001985_hu_000	matematikus
C001985_hu_001	alkalmazott matematikus
C001985_hu_002	geomatematikus
C001986_hu_000	személyi vagyonkezelő
C001986_hu_001	vagyonkezelő
C001987_hu_000	flotációs festéktelenítő berendezés kezelője
C001987_hu_001	flotációs festékmentesítő berendezés kezelője//mfn
C001987_hu_002	flotálásos festékmentesítő gép kezelője//mfn
C001987_hu_003	flotálógép kezelő
C001987_hu_004	flotálógép-kezelő
C001987_hu_005	flotálógépkezelő
C001988_hu_000	vészhelyzeti koordinátor
C001988_hu_001	katasztrófavédelmi koordinátor
C001988_hu_002	veszélyhelyzeti koordinátor
C001989_hu_000	képszerkesztő
C001989_hu_001	fotószerkesztő
C001989_hu_002	fényképszerkesztő
C001990_hu_000	vizuálisművészet-tanár
C001990_hu_001	design- és vizuálisművészet-tanár
C001990_hu_002	festőtanár
C001990_hu_003	iparművészeti tanár
C001990_hu_004	kézművestanár
C001990_hu_005	szobrásztanár
C001990_hu_006	vizuális művészet tanár
C001991_hu_000	bőrdíszműves
C001991_hu_001	bőrtermékkészítő
C001991_hu_002	bőrtárgy készítő
C001991_hu_003	bőrtárgykészítő
C001991_hu_004	bőrtáskakészítő
C001991_hu_005	bőrárujavító
C001992_hu_000	speciális termékek disztribúciójával foglalkozó vezető
C001992_hu_001	speciális termékek disztribúciós igazgatója
C001992_hu_002	speciális termékek disztribúciós menedzsere
C001993_hu_000	cukor-, csokoládé- és édességkereskedelmi export-import ügyintéző
C001993_hu_001	cukor-, csokoládé- és édességkereskedelmi export-import ügyintéző asszisztens
C001993_hu_002	cukor-, csokoládé- és édességkereskedelmi export-import ügyintéző gyakornok
C001993_hu_003	cukor-, csokoládé- és édességkereskedelmi exportügyintéző asszisztens
