C000001_el_000	Ένοπλες δυνάμεις
C001726_el_000	χειριστής μηχανής κοπής ελαστικών/χειρίστρια μηχανής κοπής ελαστικών
C001726_el_001	κόπτης ελαστικών
C001726_el_002	κόπτρια ελαστικών
C001726_el_003	χειρίστρια μηχανήματος κοπής ελαστικών
C001726_el_004	χειρίστρια μηχανής κοπής ελαστικών
C001726_el_005	χειριστής μηχανήματος κοπής ελαστικών
C001726_el_006	χειριστής μηχανής κοπής ελαστικών
C001727_el_000	χειριστής συστήματος ελέγχου μέσω υπολογιστή/χειρίστρια συστήματος ελέγχου μέσω υπολογιστή
C001727_el_001	χειρίστρια συστήματος ελέγχου μέσω υπολογιστή
C001727_el_002	χειριστής συστήματος ελέγχου μέσω υπολογιστή
C001728_el_000	επόπτης ορυχείου/επόπτρια ορυχείου
C001728_el_001	επόπτης ορυχείου
C001728_el_002	επόπτρια ορυχείου
C001728_el_003	εργοδηγός ορυχείου
C001728_el_004	υπεύθυνη ορυχείου
C001728_el_005	υπεύθυνος ορυχείου
C001729_el_000	βοηθός υποστήριξης πωλήσεων
C001729_el_001	sales support assistant
C001729_el_002	βοηθός πωλήσεων
C001729_el_003	λογίστρια
C001729_el_004	λογιστής
C001729_el_005	υπάλληλος υποστήριξης πωλήσεων
C001730_el_000	πυροδότης κλιβάνου/πυροδότρια κλιβάνου
C001730_el_001	πυροδότης κλιβάνου
C001730_el_002	πυροδότρια κλιβάνου
C001731_el_000	γενικός γραμματέας/γενική γραμματέας
C001731_el_001	γενική γραμματέας
C001731_el_002	γενικός γραμματέας
C001732_el_000	διευθυντής συνεργείου/διευθύντρια συνεργείου
C001732_el_001	διευθυντής συνεργείου
C001732_el_002	διευθυντής συνεργείου αυτοκινήτων
C001732_el_003	διευθυντής συνεργείου μηχανοκίνητων οχημάτων
C001732_el_004	διευθυντής συνεργείου μοτοσυκλετών
C001732_el_005	διευθύντρια συνεργείου
C001732_el_006	διευθύντρια συνεργείου αυτοκινήτων
C001732_el_007	διευθύντρια συνεργείου μηχανοκίνητων οχημάτων
C001732_el_008	διευθύντρια συνεργείου μοτοσυκλετών
C001733_el_000	διευθυντής εισαγωγών-εξαγωγών μετάλλων και μεταλλευμάτων/διευθύντρια εισαγωγών-εξαγωγών μετάλλων και μεταλλευμάτων
C001733_el_001	διευθυντής εισαγωγών-εξαγωγών μετάλλων και μεταλλευμάτων
C001733_el_002	διευθύντρια εισαγωγών-εξαγωγών μετάλλων και μεταλλευμάτων
C001734_el_000	διευθυντής οργανισμού κοινωνικής κατοικίας/διευθύντρια οργανισμού κοινωνικής κατοικίας
C001734_el_001	διευθυντής οργανισμού κοινωνικής κατοικίας
C001734_el_002	διευθύντρια οργανισμού κοινωνικής κατοικίας
C001735_el_000	ηλεκτρολόγος μηχανημάτων
C001735_el_001	ηλεκτρολόγος
C001735_el_002	ηλεκτρολόγος μηχανικός
C001735_el_003	ηλεκτροτεχνικός δικτύων
C001736_el_000	σύμβουλος επαγγελματικού προσανατολισμού
C001736_el_001	σύμβουλος σταδιοδρομίας
C001737_el_000	επόπτης υφαντουργικών μηχανών/επόπτρια υφαντουργικών μηχανών
C001737_el_001	επιτηρήτρια μηχανημάτων υφαντικής
C001737_el_002	επιτηρήτρια υφαντικών μηχανών
C001737_el_003	επιτηρητής μηχανημάτων υφαντικής
C001737_el_004	επιτηρητής υφαντικών μηχανών
C001737_el_005	επόπτης μηχανημάτων υφαντικής
C001737_el_006	επόπτης υφαντικών μηχανών
C001737_el_007	επόπτης υφαντουργικών μηχανών
C001737_el_008	επόπτρια μηχανημάτων υφαντικής
C001737_el_009	επόπτρια υφαντικών μηχανών
C001737_el_010	επόπτρια υφαντουργικών μηχανών
C001738_el_000	χειριστής καυστήρα καυσίμου οξυγόνου/χειρίστρια καυστήρα καυσίμου οξυγόνου
C001738_el_001	χειρίστρια καυστήρα καυσίμου οξυγόνου
C001738_el_002	χειριστής καυστήρα καυσίμου οξυγόνου
C001739_el_000	αρχιγεωτρυπανιστής
C001739_el_001	αρχιγεωτρυπανίστρια
C001740_el_000	υπεύθυνος συνταγογράφησης/υπεύθυνη συνταγογράφησης
C001740_el_001	υπεύθυνη συνταγογράφησης
C001740_el_002	υπεύθυνος συνταγογράφησης
C001741_el_000	υπεύθυνος νομικών θεμάτων/υπεύθυνη νομικών θεμάτων
C001741_el_001	αρμόδια για θέματα νομοθεσίας
C001741_el_002	αρμόδια νομικών θεμάτων
C001741_el_003	αρμόδιος για θέματα νομοθεσίας
C001741_el_004	αρμόδιος νομικών θεμάτων
C001741_el_005	σύμβουλος για θέματα νομοθεσίας
C001741_el_006	σύμβουλος νομικών θεμάτων
C001741_el_007	υπεύθυνη για θέματα νομοθεσίας
C001741_el_008	υπεύθυνη νομικών θεμάτων
C001741_el_009	υπεύθυνος για θέματα νομοθεσίας
C001741_el_010	υπεύθυνος νομικών θεμάτων
C001742_el_000	σύμβουλος τοξικοεξαρτήσεων
C001742_el_001	ειδικός πρόληψης και θεραπείας εξαρτημένων ατόμων
C001742_el_002	κοινωνική λειτουργός
C001742_el_003	κοινωνικός λειτουργός
C001742_el_004	σύμβουλος απεξάρτησης
C001742_el_005	σύμβουλος εξαρτήσεων
C001743_el_000	χειριστής εξοπλισμού ψησίματος/χειρίστρια εξοπλισμού ψησίματος
C001743_el_001	αρτοτεχνίτης
C001743_el_002	χειρίστρια εξοπλισμού ψησίματος
C001743_el_003	χειρίστρια μηχανημάτων αρτοποιίας
C001743_el_004	χειρίστρια φούρνων αρτοποιίας
C001743_el_005	χειρίστρια ψηστικών μηχανημάτων
C001743_el_006	χειριστής εξοπλισμού ψησίματος
C001743_el_007	χειριστής μηχανημάτων αρτοποιίας
C001743_el_008	χειριστής φούρνων αρτοποιίας
C001743_el_009	χειριστής ψηστικών μηχανημάτων
C001743_el_010	ψήστης
C001744_el_000	ηλεκτρολόγος οικιακών συσκευών
C001745_el_000	καλλιτέχνης σχεδιαστής μακιγιάζ-κόμμωσης/καλλιτέχνης σχεδιάστρια μακιγιάζ-κόμμωσης
C001745_el_001	σχεδιάστρια καλλιτεχνικού μακιγιάζ/καλλιτεχνικής κόμμωσης
C001745_el_002	σχεδιαστής καλλιτεχνικού μακιγιάζ/καλλιτεχνικής κόμμωσης
C001746_el_000	βιομηχανικός ηλεκτρολόγος/βιομηχανική ηλεκτρολόγος
C001746_el_001	βιομηχανική ηλεκτρολόγος
C001746_el_002	βιομηχανικός ηλεκτρολόγος
C001747_el_000	δικαστικός υπάλληλος/δικαστική υπάλληλος
C001747_el_001	δικαστική κλητήρας
C001747_el_002	δικαστικός κλητήρας
C001748_el_000	κατασκευαστής παιχνιδιών/κατασκευάστρια παιχνιδιών
C001748_el_001	κατασκευάστρια παιχνιδιών
C001748_el_002	κατασκευαστής παιχνιδιών
C001749_el_000	υπεύθυνος τραπεζικών λογαριασμών/υπεύθυνη τραπεζικών λογαριασμών
C001749_el_001	υπεύθυνη τραπεζικών λογαριασμών
C001749_el_002	υπεύθυνος τραπεζικών λογαριασμών
C001750_el_000	χειριστής αποφλοιωτικής μηχανής/χειρίστρια αποφλοιωτικής μηχανής
C001750_el_001	χειρίστρια αποφλοιωτικής μηχανής
C001750_el_002	χειρίστρια μηχανών αποφλοίωσης
C001750_el_003	χειριστής αποφλοιωτικής μηχανής
C001750_el_004	χειριστής μηχανών αποφλοίωσης
C001751_el_000	επιτελικό οικονομικό στέλεχος
C001751_el_001	financial controller
C001751_el_002	εσωτερική ελέγκτρια
C001751_el_003	εσωτερικός ελεγκτής
C001751_el_004	οικονομική ελέγκτρια
C001751_el_005	οικονομικός ελεγκτής
