C000001_pl_000	Siły zbrojne
C002309_pl_002	animator czasu wolnego na statku wycieczkowym
C002309_pl_003	animator czasu wolnego odwiedzających
C002309_pl_004	animator czasu wolnego turystów
C002309_pl_005	animator rozrywek na statku wycieczkowym
C002309_pl_006	animator rozrywek w ośrodku wypoczynkowym
C002309_pl_007	organizator czasu wolnego gości
C002309_pl_008	organizator czasu wolnego na statku wycieczkowym
C002309_pl_009	organizator czasu wolnego odwiedzających
C002309_pl_010	organizator czasu wolnego turystów
C002309_pl_011	organizator rozrywek na statku wycieczkowym
C002309_pl_012	organizator rozrywek w ośrodku wypoczynkowym
C002310_pl_000	asystent dyrektora
C002310_pl_001	akredytowany asystent parlamentarzysty
C002310_pl_002	asystent menedżera
C002310_pl_003	sekretarz konsularny
C002311_pl_000	pracownik obsługi lotniczego oświetlenia naziemnego
C002311_pl_001	pracownica obsługi lotniczego oświetlenia naziemnego
C002312_pl_000	operator urządzeń do produkcji pasów transmisyjnych
C002312_pl_001	operator urządzeń do produkcji pasów napędowych
C002312_pl_002	operator urządzeń do produkcji taśm przenośnikowych
C002312_pl_003	operator urządzeń do produkcji taśm transportujących
C002313_pl_000	nauczyciel biologii w szkole ponadpodstawowej/nauczycielka biologii w szkole ponadpodstawowej
C002313_pl_001	nauczyciel biologii w gimnazjum
C002313_pl_002	nauczyciel biologii w szkole ponadpodstawowej
C002313_pl_003	nauczyciel etyki w szkole ponadpodstawowej
C002313_pl_004	nauczycielka biologii w szkole ponadpodstawowej
C002314_pl_000	operator kuźniarki
C002315_pl_000	pielęgniarz/pielęgniarka praktyki ogólnej
C002315_pl_001	pielęgniarka praktyki ogólnej
C002315_pl_002	pielęgniarz praktyki ogólnej
C002316_pl_000	odlewacz form betonowych
C002317_pl_000	inżynier mechanik - środki transportu samochodowego
C002317_pl_001	projektant samochodów
C002318_pl_000	kierowca bankowozu
C002319_pl_000	analityk finansowy
C002319_pl_001	analityk kredytowy
C002319_pl_002	analityk rynków finansowych
C002319_pl_003	specjalista do spraw factoringu
C002319_pl_004	specjalista do spraw ubezpieczeń majątkowych i osobowych
C002319_pl_005	specjalista do spraw ubezpieczeń społecznych
C002319_pl_006	specjalista do spraw ubezpieczeń zdrowotnych
C002319_pl_007	specjalista zarządzania ryzykiem
C002319_pl_008	underwriter
C002320_pl_000	pracownik opieki społecznej
C002320_pl_001	dzienny opiekun małego dziecka
C002320_pl_002	opiekun osoby starszej
C002320_pl_003	opiekun pomocy społecznej
C002320_pl_004	opiekunka domowa
C002320_pl_005	opiekunka osoby starszej
C002320_pl_006	opiekunka środowiskowa
C002320_pl_007	pracownik socjalny
C002321_pl_000	otworowy pomocnik wiertacza
C002321_pl_001	wiertnik w szybie
C002322_pl_000	projektant baz danych
C002322_pl_001	architekt baz danych
C002322_pl_002	projektanci baz danych
C002322_pl_003	projektant bazy danych
C002322_pl_004	projektant hurtowni danych
C002322_pl_005	projektant modeli danych
C002322_pl_006	projektantka baz danych
C002323_pl_000	farmaceuta – specjalista farmacji przemysłowej i szpitalnej
C002323_pl_001	farmaceuta – specjalista farmacji przemysłowej
C002323_pl_002	farmaceuta – specjalista farmacji szpitalnej
C002324_pl_000	pracownik obsługi wypożyczalni sprzętu budowlanego oraz wykorzystywanego w inżynierii lądowej i wodnej
C002325_pl_000	specjalista ds. pakowania i opakowań
C002325_pl_001	specjalista ds. opakowań
C002326_pl_000	pracownik do spraw pożyczek
C002326_pl_001	specjalista ds. pożyczek
C002327_pl_000	koordynator zespołu ds. produkcji ogrodniczej
C002327_pl_001	brygadzista zespołu ogrodniczego
C002327_pl_002	kierownik zespołu ogrodniczego
C002327_pl_003	kierownik zespołu produkcji ogrodniczej
C002327_pl_004	koordynator zespołu do spraw produkcji ogrodniczej
C002327_pl_005	koordynator zespołu ds. produkcji ogrodowej
C002327_pl_006	koordynatorzy zespołów ds. produkcji ogrodniczej
C002327_pl_007	mistrz zmiany zespołu produkcji ogrodniczej
C002328_pl_000	makler giełdowy
C002329_pl_000	pośrednik w obrocie nieruchomościami
C002329_pl_001	agent nieruchomości
C002329_pl_002	pracownik agencji nieruchomości
C002329_pl_003	pracownik biura nieruchomości
C002330_pl_000	operator urządzeń do produkcji pasów klinowych
C002331_pl_000	mistrz cukiernictwa
C002331_pl_001	cukiernik
C002331_pl_002	mistrz sztuki cukierniczej
C002331_pl_003	piekarz
C002332_pl_000	inwentaryzator zbiorów
C002332_pl_001	inwentaryzator
C002333_pl_000	pracownik wykańczalni wyrobów skórzanych
C002333_pl_001	pracownica wykańczalni wyrobów skórzanych
C002334_pl_000	operator laminatora
C002335_pl_000	kontroler urządzeń koksowniczych
C002335_pl_001	operator pieca koksowniczego
C002335_pl_002	sterowniczy urządzeń koksowniczych
C002336_pl_000	sprzedawca materiałów ortopedycznych
C002336_pl_001	sprzedawczyni materiałów ortopedycznych
C002337_pl_000	kierownik w firmie przeprowadzkowej
C002337_pl_001	kierownik ds. przeprowadzek firm
C002337_pl_002	koordynator przeprowadzek
C002338_pl_000	maszynista kolei linowych, wyciągów narciarskich i zjeżdżalni grawitacyjnych
C002338_pl_001	konduktor kolei linowej
C002338_pl_002	maszynista kolei linowej
C002338_pl_003	maszynista wyciągów narciarskich
C002339_pl_000	porządkowy/porządkowa
C002339_pl_001	porządkowa
C002339_pl_002	porządkowy
C002340_pl_000	wytwórca ogniw elektrolitycznych
C002341_pl_000	specjalista ds. komunikacji międzykulturowej
C002341_pl_001	konsultant ds. komunikacji międzykulturowej
C002341_pl_002	mediator międzykulturowy
C002342_pl_000	pracownik do spraw wsparcia osób pokrzywdzonych przestępstwem
C002343_pl_000	wykładowca kształcenia zawodowego w zakresie technologii transportu
C002344_pl_000	kucharz/kucharka
C002344_pl_001	gastronom
C002344_pl_002	kucharka
C002344_pl_003	kucharz
C002345_pl_000	technik lotniczy
C002345_pl_001	technik obsługi hangarowej
C002346_pl_000	operator procesu ekstrakcji skrobi
C002346_pl_001	operator ekstrakcji skrobi
C002346_pl_002	operator procesu rafinacji
C002346_pl_003	operator procesów ekstrakcji skrobi
C002346_pl_004	specjalista ds. konwersji skrobi
C002347_pl_000	specjalista ds. importu i eksportu maszyn i urządzeń rolniczych
C002348_pl_000	nauczyciel kształcenia zawodowego w zakresie rolnictwa, leśnictwa i rybołówstwa/nauczycielka kształcenia zawodowego w zakresie rolnictwa, leśnictwa i rybołówstwa
C002348_pl_001	nauczyciel kształcenia zawodowego w zakresie rolnictwa, leśnictwa i rybołówstwa
C002348_pl_002	nauczycielka kształcenia zawodowego w zakresie rolnictwa, leśnictwa i rybołówstwa
C002349_pl_000	technik technologii wyrobów skórzanych
C002350_pl_000	projektant obwodów drukowanych
C002350_pl_001	konstruktor elektronik
C002350_pl_002	projektant PCB
C002351_pl_000	doradca–wykładowca akademicki w zakresie pracy socjalnej
C002352_pl_000	operator sprzętu intermodalnego transportu kolejowego
C002353_pl_000	krojczy
C002353_pl_001	krojczyni
C002354_pl_000	protetyk
C002355_pl_000	asystent prawny
C002356_pl_000	zarządca kempingu
C002356_pl_001	nadzorca kempingu
C002356_pl_002	nadzorca pola kempingowego
C002356_pl_003	nadzorca terenu
C002356_pl_004	zarządca pola kempingowego
C002356_pl_005	zarządca terenu
C002357_pl_000	inżynier sprzętu komputerowego
C002358_pl_000	koordynator szpitalnego bloku operacyjnego
C002359_pl_000	zmywacz okien
C002359_pl_001	czyściciel szyb
C002360_pl_000	wytwórca materacy metodą rzemieślniczą
C002360_pl_001	wytwórca materaców metodą rzemieślniczą
C002361_pl_000	pracownik telefonu zaufania
C002361_pl_001	pracownik wsparcia telefonicznego
C002362_pl_000	geolog środowiskowy
C002363_pl_000	hurtownik porcelany i wyrobów szklanych
C002364_pl_000	pracownik ds. kontroli bezpieczeństwa
C002364_pl_001	kontroler bagażu podręcznego
C002365_pl_000	asystent inwestycyjny
C002365_pl_001	asystent ds. funduszy inwestycyjnych
C002365_pl_002	specjalista ds. funduszy inwestycyjnych
C002366_pl_000	kierownik biura podróży
C002366_pl_001	kierownik agencji podróży
C002366_pl_002	kierownik agencji turystycznej
C002366_pl_003	kierownik biura turystycznego
C002366_pl_004	menedżer agencji podróży
C002366_pl_005	menedżer agencji turystycznej
C002366_pl_006	menedżer biura podróży
C002366_pl_007	menedżer biura turystycznego
C002367_pl_000	operator linii puszkowania i butelkowania
C002367_pl_001	operator procesu puszkowania i butelkowania
C002367_pl_002	operator procesów puszkowania i butelkowania
C002367_pl_003	operator sprzętów do puszkowania i butelkowania
C002367_pl_004	operator urządzeń do puszkowania i butelkowania
C002368_pl_000	operator maszyn tkackich
C002369_pl_000	operator młota mechanicznego
C002369_pl_001	operator młota hydraulicznego
C002369_pl_002	operator młota pneumatycznego
C002370_pl_000	obuwnik-modelarz
C002371_pl_000	inżynier - projektant zbiorników
C002372_pl_000	dyrektor ośrodka dla zwierząt
C002372_pl_001	dyrektor akwarium
C002372_pl_002	dyrektor akwarium ds. operacyjnych
C002372_pl_003	dyrektor oceanarium
C002372_pl_004	dyrektor oceanarium ds. operacyjnych
C002372_pl_005	dyrektor ogrodu zoologicznego
C002372_pl_006	dyrektor ogrodu zoologicznego ds. operacyjnych
C002372_pl_007	dyrektor parku zwierzęcego
C002372_pl_008	kierownik schroniska dla zwierząt
C002373_pl_000	planista transportu
C002373_pl_001	inżynier ruchu drogowego
C002373_pl_002	inżynier ruchu kolejowego
C002373_pl_003	planista transportu drogowego
C002374_pl_000	nauczyciel kształcenia zawodowego w dziedzinie fryzjerstwa
C002375_pl_000	specjalista ds. odszkodowań
C002376_pl_000	elektromonter okrętowy
C002376_pl_001	elektryk okrętowy
C002377_pl_000	technik masażysta
C002377_pl_001	masażysta
C002377_pl_002	masażystka
C002377_pl_003	terapeuta masażysta
C002377_pl_004	terapeutka masażystka
C002378_pl_000	specjalista ds. równości
C002378_pl_001	specjalista ds. integracji
C002378_pl_002	specjalista ds. praw obywelskich
C002378_pl_003	specjalista ds. równości i integracji
C002378_pl_004	specjalista ds. zwalczania dyskryminacji
C002379_pl_000	wykonawca mebli wyplatanych
C002379_pl_001	wykonawczyni mebli wyplatanych
C002379_pl_002	wyplatacz mebli
C002380_pl_000	nanotechnolog
C002380_pl_001	inżynier nanostruktur
C002380_pl_002	nanoinżynier
C002381_pl_000	sufler
C002382_pl_000	makler morski
C002383_pl_000	artysta rzeźbiarz
C002383_pl_001	rzeźbiarka
C002383_pl_002	rzeźbiarz
C002383_pl_003	rzeźbiarz szkła
C002383_pl_004	rzeźbiarz w drewnie
C002383_pl_005	rzeźbiarz w lodzie
C002383_pl_006	rzeźbiarz w marmurze
C002383_pl_007	rzeźbiarz w owocach i warzywach
C002384_pl_000	kierownik działu
C002384_pl_001	dyrektor departamentu
C002384_pl_002	koordynator departamentu
C002384_pl_003	koordynator działu
C002384_pl_004	koordynatorka departamentu
C002385_pl_000	twórca układów animacji
C002385_pl_001	autor layoutów w animacji
C002385_pl_002	twórca kompozycji animacji
C002386_pl_000	pracownik ds. transportu żywych zwierząt
C002386_pl_001	pracownica ds. transportu żywych zwierząt
C002386_pl_002	pracownicy ds. transportu żywych zwierząt
C002386_pl_003	pracownik ds. transportu zwierząt żywych
C002386_pl_004	specjalista ds. transportu żywych zwierząt
C002387_pl_000	technik przetwórstwa nabiału
C002387_pl_001	technik procesów przetwarzania nabiału
C002387_pl_002	technik procesów przetwarzania produktów mlecznych
C002387_pl_003	technik przetwarzania nabiału
C002387_pl_004	technik przetwórstwa mlecznego
C002387_pl_005	technik przetwórstwa produktów mlecznych
C002387_pl_006	technik przetwórstwa produktów nabiałowych
C002388_pl_000	technik biochemii
C002388_pl_001	laborant biochemiczny
C002388_pl_002	technik biochemiczny
C002389_pl_000	mechanik sprzętu górniczego
C002389_pl_001	mechanik maszyn i urządzeń górnictwa odkrywkowego
C002389_pl_002	mechanik maszyn i urządzeń górnictwa podziemnego
C002390_pl_000	asystent inżyniera
C002390_pl_001	asystentka inżyniera
C002391_pl_000	operator maszyn do cięcia wzdłużnego
C002391_pl_001	operator bobiniarki
C002391_pl_002	operator krajarko-bobiniarki
C002391_pl_003	operator krajarko-nawijarki
C002391_pl_004	operator krajarko-zwijarki
C002391_pl_005	operator maszyn do cięcia zwojów na taśmy
C002391_pl_006	operator przewijarki
C002392_pl_000	tapicer
C002392_pl_001	operator maszyn tapicerskich
C002393_pl_000	mistrz procesu warzenia
C002393_pl_001	mistrz warzelnictwa
C002393_pl_002	mistrz warzenia
C002393_pl_003	mistrz-warzelnik
C002394_pl_000	położny/położna
C002394_pl_001	położna
C002394_pl_002	położny
C002395_pl_000	pracownik socjalny do spraw wsparcia rodziny
C002396_pl_000	mistrz montażu w przemyśle obuwniczym
C002397_pl_000	kierownik ds. importu i eksportu wyrobów porcelanowych i szklanych
C002397_pl_001	kierownik do spraw importu i eksportu wyrobów porcelanowych i szklanych
C002398_pl_000	monter drewnianych elementów prefabrykowanych do budowy domów
C002399_pl_000	szef pokładu/szefowa pokładu
C002399_pl_001	szef personelu pokładowego
C002399_pl_002	szef pokładu
C002399_pl_003	szefowa personelu pokładowego
C002399_pl_004	szefowa pokładu
C002400_pl_000	dekorator powierzchni drewnianych
C002400_pl_001	dekoratorka powierzchni drewnianych
C002401_pl_000	kasjer w kasynie
C002401_pl_001	kasjerka w kasynie
C002402_pl_000	opiekun domu
C002402_pl_001	gospodarz domu
C002403_pl_000	operator prasy do form do pieczenia ciast
C002404_pl_000	pracownik obsługi podróżnych na stacjach kolejowych
C002404_pl_001	konduktor
C002405_pl_000	artysta konceptualny
C002405_pl_001	artystka konceptualna
C002405_pl_002	twórca konceptualny
C002406_pl_000	pracownik restauracji szybkiej obsługi
C002406_pl_001	członek zespołu w barze fast food
C002406_pl_002	członek zespołu w barze szybkiej obsługi
C002406_pl_003	członek zespołu w restauracji fast food
C002406_pl_004	członek zespołu w restauracji szybkiej obsługi
C002406_pl_005	pracownik restauracji fast food
C002406_pl_006	pracownik w barze fast food
C002406_pl_007	pracownik w barze szybkiej obsługi
C002407_pl_000	menedżer kolekcji
C002407_pl_001	kurator
C002408_pl_000	kierownik ds. dystrybucji maszyn, urządzeń przemysłowych, statków wodnych i powietrznych
C002408_pl_001	kierownik ds. łańcucha dostaw maszyn, urządzeń przemysłowych, statków wodnych i powietrznych
C002409_pl_000	mistrz montażu w przemyśle lotniczym
C002410_pl_000	projektant interfejsu użytkownika
C002410_pl_001	inżynier interfejsów użytkownika
C002410_pl_002	projektanci interfejsu użytkownika
C002410_pl_003	projektant UI
C002410_pl_004	projektantka interfejsu użytkownika
C002411_pl_000	kierownik sklepu z odzieżą sportową
C002412_pl_000	lektor w szkole języków obcych/lektorka w szkole języków obcych
C002412_pl_001	lektor w szkole języków obcych
C002412_pl_002	lektorka w szkole języków obcych
C002412_pl_003	nauczyciel w szkole języków obcych
C002412_pl_004	nauczycielka w szkole języków obcych
C002413_pl_000	operator centrum danych
C002413_pl_001	administrator centrum danych
C002413_pl_002	operator centrów danych
C002413_pl_003	operator danych
C002413_pl_004	operatorzy centrum danych
C002414_pl_000	kierownik ds. importu i eksportu maszyn włókienniczych
C002415_pl_000	inżynier inżynierii środowiska - systemy kanalizacyjne
C002416_pl_000	sprzedawca mięsa i produktów mięsnych
C002416_pl_001	sprzedawczyni mięsa i produktów mięsnych
C002417_pl_000	kierownik księgarni
C002417_pl_001	kierownik antykwariatu
C002417_pl_002	kierownik kiosku z gazetami
C002417_pl_003	kierownik papeterii
C002417_pl_004	kierownik saloniku prasowego
C002417_pl_005	kierownik sklepu papierniczego
C002417_pl_006	kierownik sklepu z komiksami
C002418_pl_000	prawnik
C002418_pl_001	adwokat
C002418_pl_002	prawniczka
C002418_pl_003	radca prawny
C002419_pl_000	pracownik gorzelni
C002419_pl_001	pracownik przetwórstwa gorzelniczego
C002419_pl_002	pracownik zakładu gorzelniczego
C002419_pl_003	pracownik zakładu przetwórstwa gorzelniczego
C002420_pl_000	wykładowca akademicki w dziedzinie antropologii
C002420_pl_001	pracownik naukowo-dydaktyczny w dziedzinie antropologii
C002421_pl_000	operator rębaka
C002422_pl_000	psycholog zdrowia
C002422_pl_001	psycholog zdrowia i rehabilitacji
C002423_pl_000	nauczyciel osób ze specjalnymi potrzebami edukacyjnymi/nauczycielka osób ze specjalnymi potrzebami edukacyjnymi
C002423_pl_001	nauczyciel niedostosowanych społecznie
C002423_pl_002	nauczyciel niesłyszących i słabosłyszących
C002423_pl_003	nauczyciel niewidomych i słabowidzących
C002423_pl_004	nauczyciel osób ze specjalnymi potrzebami edukacyjnymi
C002423_pl_005	nauczyciel przewlekle chorych i niepełnosprawnych ruchowo
C002423_pl_006	nauczyciel specjalista terapii pedagogicznej
C002423_pl_007	nauczyciel upośledzonych umysłowo
C002423_pl_008	nauczycielka osób ze specjalnymi potrzebami edukacyjnymi
C002423_pl_009	oligofrenopedagog
C002423_pl_010	pedagog resocjalizacji
C002423_pl_011	socjoterapeuta
C002423_pl_012	surdopedagog
C002423_pl_013	tyflopedagog
C002424_pl_000	kierowca transportu medycznego
C002425_pl_000	garncarz
C002425_pl_001	garncarka
C002426_pl_000	krawiec odzieży męskiej/krawcowa odzieży męskiej
C002426_pl_001	krawcowa męska
C002426_pl_002	krawcowa odzieży męskiej
C002426_pl_003	krawiec miarowy męski krawiectwo ciężkie
C002426_pl_004	krawiec miarowy męski krawiectwo lekkie
C002426_pl_005	krawiec miarowy męski-technolog konstruktor
